device_name,timestamp,src,src_port,dst,dst_port,packet_type,size,sent_or_received,infected,queue_full_percentage
peer_5,0.00,peer_5,443,Server,443,UDP,32,sent,False,4.0
peer_5,0.00,peer_5,443,peer_3,24315,UDP,64,sent,False,1.0
peer_5,0.00,peer_1,27113,peer_5,8178,UDP,64,received,False,3.0
peer_5,0.00,peer_2,38095,peer_5,8178,UDP,64,received,False,2.0
peer_5,0.00,peer_3,24315,peer_5,443,UDP,64,received,False,1.0
peer_5,17.45,peer_6,29324,peer_5,80,UDP,64,received,False,1.0
peer_5,22.45,peer_5,80,Server,80,UDP,64,sent,False,0.0
peer_5,25.09,peer_5,29446,Server,443,UDP,32,sent,False,0.0
peer_5,36.50,peer_2,38095,peer_5,443,UDP,64,received,False,1.0
peer_5,37.79,peer_1,27113,peer_5,443,UDP,64,received,False,1.0
peer_5,39.95,peer_3,13819,peer_5,59260,UDP,64,received,False,1.0
peer_5,40.75,peer_6,60850,peer_5,59260,UDP,64,received,False,1.0
peer_5,44.92,peer_5,59260,Server,443,UDP,64,sent,False,0.0
peer_5,45.61,peer_5,80,Server,443,UDP,1024,sent,False,0.0
peer_5,45.71,peer_5,29446,Server,443,UDP,1024,sent,False,0.5
peer_5,45.81,peer_5,443,Server,443,UDP,1024,sent,False,0.5
peer_5,45.91,peer_5,29446,Server,443,UDP,1024,sent,False,0.5
peer_5,46.01,peer_5,8178,Server,443,UDP,1024,sent,False,0.5
peer_5,46.11,peer_5,443,Server,443,UDP,1024,sent,False,0.5
peer_5,46.21,peer_5,80,Server,443,UDP,1024,sent,False,1.0
peer_5,46.31,peer_5,80,Server,443,UDP,1024,sent,False,1.0
peer_5,46.41,peer_5,59260,Server,443,UDP,1024,sent,False,1.0
peer_5,46.51,peer_5,29446,Server,443,UDP,1024,sent,False,1.0
peer_5,46.61,peer_5,59260,Server,443,UDP,1024,sent,False,1.0
peer_5,46.71,peer_5,59260,Server,443,UDP,1024,sent,False,1.0
peer_5,46.81,peer_5,443,Server,443,UDP,1024,sent,False,1.5
peer_5,46.91,peer_5,29446,Server,443,UDP,1024,sent,False,1.5
peer_5,47.01,peer_5,29446,Server,443,UDP,1024,sent,False,1.5
peer_5,47.11,peer_5,29446,Server,443,UDP,1024,sent,False,1.5
peer_5,47.21,peer_5,29446,Server,443,UDP,1024,sent,False,1.5
peer_5,47.31,peer_5,443,Server,443,UDP,1024,sent,False,2.0
peer_5,47.41,peer_5,8178,Server,443,UDP,1024,sent,False,2.0
peer_5,47.51,peer_5,443,Server,443,UDP,1024,sent,False,2.0
peer_5,47.61,peer_5,59260,Server,443,UDP,1024,sent,False,2.0
peer_5,47.71,peer_5,443,Server,443,UDP,1024,sent,False,2.0
peer_5,47.81,peer_5,8178,Server,443,UDP,1024,sent,False,2.0
peer_5,47.91,peer_5,59260,Server,443,UDP,1024,sent,False,2.0
peer_5,48.01,peer_5,8178,Server,443,UDP,1024,sent,False,2.0
peer_5,48.11,peer_5,29446,Server,443,UDP,1024,sent,False,2.5
peer_5,48.21,peer_5,80,Server,443,UDP,1024,sent,False,2.5
peer_5,48.31,peer_5,80,Server,443,UDP,1024,sent,False,2.5
peer_5,48.41,peer_5,8178,Server,443,UDP,1024,sent,False,2.5
peer_5,48.51,peer_5,443,Server,443,UDP,1024,sent,False,2.5
peer_5,48.61,peer_5,80,Server,443,UDP,1024,sent,False,2.5
peer_5,48.71,peer_5,59260,Server,443,UDP,1024,sent,False,2.5
peer_5,48.81,peer_5,8178,Server,443,UDP,1024,sent,False,2.5
peer_5,48.91,peer_5,443,Server,443,UDP,1024,sent,False,2.5
peer_5,49.01,peer_5,8178,Server,443,UDP,1024,sent,False,2.5
peer_5,49.11,peer_5,80,Server,443,UDP,1024,sent,False,2.5
peer_5,49.21,peer_5,443,Server,443,UDP,1024,sent,False,2.5
peer_5,49.31,peer_5,80,Server,443,UDP,1024,sent,False,2.5
peer_5,49.41,peer_5,8178,Server,443,UDP,1024,sent,False,2.5
peer_5,49.51,peer_5,443,Server,443,UDP,1024,sent,False,2.5
peer_5,49.61,peer_5,443,Server,443,UDP,1024,sent,False,2.5
peer_5,49.71,peer_5,8178,Server,443,UDP,1024,sent,False,2.5
peer_5,49.78,peer_5,59260,Server,443,UDP,32,sent,False,2.5
peer_5,49.81,peer_5,59260,Server,443,UDP,1024,sent,False,3.0
peer_5,49.91,peer_5,59260,Server,443,UDP,1024,sent,False,3.0
peer_5,50.01,peer_5,443,Server,443,UDP,1024,sent,False,3.0
peer_5,50.11,peer_5,443,Server,443,UDP,1024,sent,False,3.5
peer_5,50.21,peer_5,59260,Server,443,UDP,1024,sent,False,4.0
peer_5,50.31,peer_5,80,Server,443,UDP,1024,sent,False,4.5
peer_5,50.41,peer_5,80,Server,443,UDP,1024,sent,False,5.0
peer_5,50.51,peer_5,8178,Server,443,UDP,1024,sent,False,5.5
peer_5,50.61,peer_5,443,Server,443,UDP,1024,sent,False,6.0
peer_5,50.71,peer_5,29446,Server,443,UDP,1024,sent,False,6.5
peer_5,50.81,peer_5,59260,Server,443,UDP,1024,sent,False,7.0
peer_5,50.91,peer_5,29446,Server,443,UDP,1024,sent,False,7.5
peer_5,51.01,peer_5,59260,Server,443,UDP,1024,sent,False,8.0
peer_5,51.11,peer_5,8178,Server,443,UDP,1024,sent,False,8.5
peer_5,51.21,peer_5,59260,Server,443,UDP,1024,sent,False,9.0
peer_5,51.31,peer_5,8178,Server,443,UDP,1024,sent,False,9.5
peer_5,51.41,peer_5,443,Server,443,UDP,1024,sent,False,10.0
peer_5,51.51,peer_5,29446,Server,443,UDP,1024,sent,False,10.5
peer_5,51.61,peer_5,80,Server,443,UDP,1024,sent,False,11.0
peer_5,51.71,peer_5,29446,Server,443,UDP,1024,sent,False,11.5
peer_5,51.74,peer_2,443,peer_5,29446,UDP,64,received,False,1.0
peer_5,51.81,peer_5,443,Server,443,UDP,1024,sent,False,12.0
peer_5,51.91,peer_5,59260,Server,443,UDP,1024,sent,False,12.5
