device_name,timestamp,src,src_port,dst,dst_port,packet_type,size,sent_or_received,infected,queue_full_percentage
peer_1,0.00,peer_1,443,Server,443,UDP,32,sent,False,0.0
peer_1,0.00,peer_1,46498,Server,8080,UDP,64,sent,False,0.5
peer_1,0.00,peer_1,443,Server,8080,SYN,60,sent,False,1.0
peer_1,0.00,peer_1,46498,Server,8080,UDP,184,sent,False,1.5
peer_1,0.00,peer_4,37461,peer_1,443,UDP,64,received,False,1.0
peer_1,0.30,Server,443,peer_1,443,ACK,60,received,False,1.0
peer_1,0.50,peer_1,443,Server,8080,TCP,128,sent,False,5.0
peer_1,1.50,Server,80,peer_1,443,TCP,1024,received,False,1.0
peer_1,1.67,peer_1,61425,Server,8080,TCP,128,sent,False,2.5
peer_1,2.20,Server,443,peer_1,61425,TCP,1024,received,False,1.0
peer_1,2.54,peer_1,61151,Server,8080,TCP,128,sent,False,0.5
peer_1,2.70,Server,443,peer_1,61151,TCP,1024,received,False,1.0
peer_1,3.61,peer_1,80,Server,8080,TCP,60,sent,False,0.5
peer_1,3.80,Server,8080,peer_1,80,TCP,1024,received,False,1.0
peer_1,18.71,peer_1,80,Server,8080,UDP,117,sent,False,0.0
peer_1,20.29,peer_1,443,peer_5,10264,UDP,64,sent,False,0.0
peer_1,22.41,peer_4,37461,peer_1,61425,UDP,64,received,False,1.0
peer_1,22.49,peer_1,443,Server,443,UDP,32,sent,False,0.0
peer_1,34.85,peer_1,80,Server,8080,UDP,173,sent,False,0.0
peer_1,36.74,peer_1,61425,peer_6,80,UDP,64,sent,False,0.0
peer_1,38.25,peer_1,46498,Server,8080,SYN,60,sent,False,0.0
peer_1,38.35,Server,8080,peer_1,46498,ACK,60,received,False,1.0
peer_1,38.75,peer_1,61151,Server,8080,TCP,128,sent,False,0.0
peer_1,38.85,Server,80,peer_1,61151,TCP,1024,received,False,1.0
peer_1,39.65,peer_1,443,Server,8080,TCP,128,sent,False,0.0
peer_1,39.75,Server,8080,peer_1,443,TCP,1024,received,False,1.0
peer_1,40.57,peer_1,61425,Server,8080,TCP,128,sent,False,0.0
peer_1,40.70,Server,443,peer_1,61425,TCP,1024,received,False,1.0
peer_1,41.43,peer_1,46498,Server,8080,TCP,60,sent,False,0.0
peer_1,41.55,Server,443,peer_1,46498,TCP,1024,received,False,1.0
peer_1,42.96,peer_4,443,peer_1,443,UDP,64,received,False,1.0
peer_1,47.03,peer_1,61425,Server,443,UDP,32,sent,False,3.0
peer_1,49.21,peer_1,46498,Server,443,UDP,1024,sent,False,0.0
peer_1,49.31,peer_1,61151,Server,443,UDP,1024,sent,False,0.5
peer_1,49.41,peer_1,80,Server,443,UDP,1024,sent,False,0.5
peer_1,49.51,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,49.61,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,49.71,peer_1,61151,Server,443,UDP,1024,sent,False,0.5
peer_1,49.81,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,49.91,peer_1,80,Server,443,UDP,1024,sent,False,0.5
peer_1,50.01,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,50.11,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,50.21,peer_1,61425,Server,443,UDP,1024,sent,False,0.5
peer_1,50.31,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,50.41,peer_1,61425,Server,443,UDP,1024,sent,False,0.5
peer_1,50.51,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,50.61,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,50.71,peer_1,80,Server,443,UDP,1024,sent,False,0.5
peer_1,50.81,peer_1,80,Server,443,UDP,1024,sent,False,0.5
peer_1,50.91,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,51.01,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,51.11,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,51.21,peer_1,443,Server,443,UDP,1024,sent,False,0.5
peer_1,51.31,peer_1,61151,Server,443,UDP,1024,sent,False,0.5
peer_1,51.41,peer_1,61151,Server,443,UDP,1024,sent,False,0.5
peer_1,51.51,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,51.61,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,51.71,peer_1,61425,Server,443,UDP,1024,sent,False,0.5
peer_1,51.79,peer_1,46498,Server,8080,UDP,212,sent,False,0.5
peer_1,51.81,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,51.91,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,52.01,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,52.11,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,52.21,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,52.31,peer_1,443,Server,443,UDP,1024,sent,False,1.0
peer_1,52.41,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,52.51,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,52.61,peer_1,80,Server,443,UDP,1024,sent,False,1.0
peer_1,52.71,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,52.81,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,52.91,peer_1,443,Server,443,UDP,1024,sent,False,1.0
peer_1,53.01,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,53.11,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,53.21,peer_1,80,Server,443,UDP,1024,sent,False,1.0
peer_1,53.31,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,53.41,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,53.51,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,53.61,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,53.71,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,53.81,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,53.82,peer_1,443,peer_5,10512,UDP,64,sent,False,0.0
peer_1,53.91,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,54.01,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,54.11,peer_1,443,Server,443,UDP,1024,sent,False,1.0
peer_1,54.21,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,54.31,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,54.41,peer_1,46498,Server,443,UDP,1024,sent,False,1.0
peer_1,54.51,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,54.61,peer_1,61425,Server,443,UDP,1024,sent,False,1.0
peer_1,54.71,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,54.81,peer_1,443,Server,443,UDP,1024,sent,False,1.0
peer_1,54.91,peer_1,61151,Server,443,UDP,1024,sent,False,1.0
peer_1,55.01,peer_1,443,Server,443,UDP,1024,sent,False,1.0
peer_1,58.94,Server,8080,peer_1,443,UDP,64,received,False,1.0
peer_1,63.87,peer_4,443,peer_1,61151,UDP,64,received,False,1.0
peer_1,69.38,peer_1,46498,Server,8080,UDP,103,sent,False,0.0
peer_1,70.51,peer_1,443,Server,443,UDP,32,sent,False,0.0
peer_1,74.01,peer_1,61151,Server,443,UDP,64,sent,False,0.0
peer_1,77.36,peer_1,443,Server,8080,SYN,60,sent,False,0.0
peer_1,77.50,Server,443,peer_1,443,ACK,60,received,False,1.0
peer_1,77.86,peer_1,46498,Server,8080,TCP,128,sent,False,0.0
peer_1,78.00,Server,443,peer_1,46498,TCP,1024,received,False,1.0
peer_1,78.88,peer_1,61151,Server,8080,TCP,128,sent,False,0.0
peer_1,79.00,Server,443,peer_1,61151,TCP,1024,received,False,1.0
peer_1,79.69,peer_1,443,Server,8080,TCP,128,sent,False,0.5
peer_1,79.90,Server,443,peer_1,443,TCP,1024,received,False,1.0
peer_1,80.85,peer_1,46498,Server,8080,TCP,60,sent,False,0.0
peer_1,81.00,Server,80,peer_1,46498,TCP,1024,received,False,1.0
peer_1,87.46,peer_4,37461,peer_1,61151,UDP,64,received,False,1.0
peer_1,88.13,peer_1,61151,Server,8080,UDP,135,sent,False,1.5
peer_1,92.79,peer_1,61151,peer_5,30779,UDP,64,sent,False,0.0
peer_1,93.35,peer_1,46498,Server,443,UDP,32,sent,False,3.0
peer_1,99.67,peer_1,61151,Server,443,UDP,1024,sent,False,0.0
peer_1,99.77,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,99.87,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,99.97,peer_1,46498,Server,443,UDP,1024,sent,False,0.5
peer_1,100.07,peer_1,443,Server,443,UDP,1024,sent,True,1.0
peer_1,100.17,peer_1,46498,Server,443,UDP,1024,sent,True,1.5
peer_1,100.27,peer_1,61425,Server,443,UDP,1024,sent,True,2.0
peer_1,100.37,peer_1,61151,Server,443,UDP,1024,sent,True,2.0
peer_1,100.47,peer_1,443,Server,443,UDP,1024,sent,True,3.0
peer_1,100.57,peer_1,46498,Server,443,UDP,1024,sent,True,3.0
peer_1,100.67,peer_1,443,Server,443,UDP,1024,sent,True,3.5
peer_1,100.77,peer_1,61425,Server,443,UDP,1024,sent,True,3.5
peer_1,100.87,peer_1,46498,Server,443,UDP,1024,sent,True,4.0
peer_1,100.97,peer_1,61151,Server,443,UDP,1024,sent,True,4.0
peer_1,101.07,peer_1,443,Server,443,UDP,1024,sent,True,4.5
peer_1,101.17,peer_1,61425,Server,443,UDP,1024,sent,True,5.0
peer_1,101.27,peer_1,443,Server,443,UDP,1024,sent,True,5.5
peer_1,101.37,peer_1,443,Server,443,UDP,1024,sent,True,5.5
peer_1,101.47,peer_1,80,Server,443,UDP,1024,sent,True,6.0
peer_1,101.57,peer_1,443,Server,443,UDP,1024,sent,True,6.5
peer_1,101.67,peer_1,443,Server,443,UDP,1024,sent,True,6.5
