device_name,timestamp,src,src_port,dst,dst_port,packet_type,size,sent_or_received,infected,queue_full_percentage
peer_3,0.00,peer_3,13848,Server,443,UDP,32,sent,False,2.5
peer_3,0.00,peer_3,80,peer_5,10512,UDP,64,sent,False,0.0
peer_3,16.88,peer_5,443,peer_3,13848,UDP,64,received,False,1.0
peer_3,20.66,peer_3,15472,peer_2,80,UDP,64,sent,False,0.0
peer_3,21.65,peer_3,30980,Server,443,UDP,32,sent,False,0.0
peer_3,33.19,peer_5,10512,peer_3,30980,UDP,64,received,False,1.0
peer_3,35.69,peer_3,30980,peer_5,80,UDP,64,sent,False,0.0
peer_3,46.99,peer_3,15472,Server,443,UDP,32,sent,False,2.0
peer_3,49.77,peer_5,30779,peer_3,443,UDP,64,received,False,1.0
peer_3,59.56,peer_3,30980,Server,443,UDP,64,sent,False,0.5
peer_3,68.90,Server,8080,peer_3,443,TCP,1400,received,False,1.0
peer_3,68.95,Server,8080,peer_3,443,TCP,1400,received,False,4.0
peer_3,69.00,Server,443,peer_3,443,TCP,1400,received,False,7.0
peer_3,69.05,Server,80,peer_3,443,TCP,1400,received,False,10.0
peer_3,69.10,Server,443,peer_3,443,TCP,1400,received,False,13.0
peer_3,69.15,Server,443,peer_3,443,TCP,1400,received,False,15.0
peer_3,69.20,Server,80,peer_3,443,TCP,1400,received,False,14.0
peer_3,69.25,Server,80,peer_3,443,TCP,1400,received,False,13.0
peer_3,69.30,Server,80,peer_3,443,TCP,1400,received,False,12.0
peer_3,69.35,Server,443,peer_3,443,TCP,1400,received,False,11.0
peer_3,69.40,Server,443,peer_3,443,TCP,1400,received,False,10.0
peer_3,69.45,Server,80,peer_3,443,TCP,1400,received,False,9.0
peer_3,69.50,Server,443,peer_3,443,TCP,1400,received,False,8.0
peer_3,69.55,Server,80,peer_3,443,TCP,1400,received,False,7.0
peer_3,69.60,Server,80,peer_3,443,TCP,1400,received,False,6.0
peer_3,69.65,Server,8080,peer_3,443,TCP,1400,received,False,5.0
peer_3,69.66,peer_3,80,Server,443,UDP,32,sent,False,0.0
peer_3,69.70,Server,443,peer_3,443,TCP,1400,received,False,4.0
peer_3,69.75,Server,8080,peer_3,443,TCP,1400,received,False,3.0
peer_3,69.80,Server,8080,peer_3,443,TCP,1400,received,False,2.0
peer_3,69.85,Server,8080,peer_3,443,TCP,1400,received,False,1.0
peer_3,75.83,peer_3,30980,peer_5,10264,UDP,64,sent,False,0.0
peer_3,94.40,peer_3,80,Server,443,UDP,32,sent,False,1.5
peer_3,98.64,peer_3,30980,Server,80,UDP,64,sent,False,0.0
peer_3,101.19,peer_6,1769,peer_3,80,UDP,500,received,True,1.0
peer_3,102.38,peer_6,24411,peer_3,80,UDP,500,received,True,1.0
peer_3,102.66,peer_6,1769,peer_3,80,UDP,500,received,True,1.0
peer_3,103.31,peer_6,1769,peer_3,80,UDP,500,received,True,1.0
peer_3,106.38,peer_6,24411,peer_3,80,UDP,500,received,True,1.0
peer_3,108.04,peer_6,1769,peer_3,80,UDP,500,received,True,1.0
peer_3,108.64,peer_6,27774,peer_3,80,UDP,500,received,True,1.0
peer_3,110.93,peer_6,443,peer_3,80,UDP,500,received,True,1.0
peer_3,112.15,peer_6,443,peer_3,80,UDP,500,received,True,1.0
peer_3,113.12,peer_6,443,peer_3,80,UDP,500,received,True,1.0
peer_3,115.15,peer_6,1769,peer_3,80,UDP,500,received,True,1.0
peer_3,116.20,peer_6,27774,peer_3,80,UDP,500,received,True,1.0
peer_3,117.39,peer_6,24411,peer_3,80,UDP,500,received,True,1.0
peer_3,117.62,peer_3,30980,Server,443,UDP,64,sent,True,47.0
