device_name,timestamp,src,src_port,dst,dst_port,packet_type,size,sent_or_received,infected,queue_full_percentage
peer_4,0.00,peer_4,443,Server,443,UDP,32,sent,False,3.0
peer_4,0.00,peer_4,19794,peer_3,13819,UDP,64,sent,False,0.0
peer_4,0.00,peer_4,80,Server,8080,SYN,60,sent,False,3.5
peer_4,0.50,peer_4,443,Server,8080,TCP,128,sent,False,4.5
peer_4,0.80,Server,8080,peer_4,80,ACK,60,received,False,1.0
peer_4,1.40,Server,8080,peer_4,443,TCP,1024,received,False,1.0
peer_4,1.66,peer_4,80,Server,8080,TCP,128,sent,False,0.5
peer_4,1.80,Server,8080,peer_4,80,TCP,1024,received,False,1.0
peer_4,2.52,peer_4,443,Server,8080,TCP,128,sent,False,0.0
peer_4,2.65,Server,8080,peer_4,443,TCP,1024,received,False,1.0
peer_4,3.71,peer_4,443,Server,8080,TCP,60,sent,False,0.0
peer_4,3.85,Server,80,peer_4,443,TCP,1024,received,False,1.0
peer_4,16.85,peer_4,443,peer_3,80,UDP,64,sent,False,0.0
peer_4,20.87,peer_4,48578,Server,443,UDP,32,sent,False,0.0
peer_4,33.52,peer_4,80,peer_3,44573,UDP,64,sent,False,0.0
peer_4,40.40,peer_4,80,Server,8080,SYN,60,sent,False,0.0
peer_4,40.55,Server,8080,peer_4,80,ACK,60,received,False,1.0
peer_4,40.90,peer_4,443,Server,8080,TCP,128,sent,False,0.0
peer_4,41.05,Server,80,peer_4,443,TCP,1024,received,False,1.0
peer_4,41.63,peer_4,19794,Server,8080,TCP,128,sent,False,0.0
peer_4,41.75,Server,80,peer_4,19794,TCP,1024,received,False,1.0
peer_4,41.90,peer_4,48578,Server,443,UDP,32,sent,False,0.0
peer_4,42.53,peer_4,443,Server,8080,TCP,128,sent,False,0.0
peer_4,42.65,Server,80,peer_4,443,TCP,1024,received,False,1.0
peer_4,43.32,peer_4,19794,Server,8080,TCP,128,sent,False,0.0
peer_4,43.45,Server,80,peer_4,19794,TCP,1024,received,False,1.0
peer_4,44.14,peer_4,80,Server,8080,TCP,60,sent,False,0.0
peer_4,44.25,Server,80,peer_4,80,TCP,1024,received,False,1.0
peer_4,50.10,peer_4,19794,Server,443,UDP,1024,sent,False,3.0
peer_4,50.20,peer_4,443,Server,443,UDP,1024,sent,False,3.5
peer_4,50.30,peer_4,38654,Server,443,UDP,1024,sent,False,4.0
peer_4,50.40,peer_4,80,Server,443,UDP,1024,sent,False,4.5
