device_name,timestamp,src,src_port,dst,dst_port,packet_type,size,sent_or_received,infected,queue_full_percentage
peer_6,0.00,peer_6,29324,Server,443,UDP,32,sent,False,4.5
peer_6,0.00,peer_6,443,peer_2,443,UDP,64,sent,False,0.0
peer_6,0.00,peer_6,80,Server,8080,SYN,60,sent,False,5.0
peer_6,0.00,peer_6,80,Server,8080,UDP,185,sent,False,5.5
peer_6,0.50,peer_6,443,Server,8080,TCP,128,sent,False,5.0
peer_6,1.10,Server,443,peer_6,80,ACK,60,received,False,1.0
peer_6,1.26,peer_6,80,Server,8080,TCP,128,sent,False,2.0
peer_6,1.50,Server,80,peer_6,443,TCP,1024,received,False,1.0
peer_6,1.70,Server,80,peer_6,80,TCP,1024,received,False,1.0
peer_6,2.08,peer_6,80,Server,8080,TCP,128,sent,False,0.5
peer_6,2.25,Server,80,peer_6,80,TCP,1024,received,False,1.0
peer_6,3.13,peer_6,80,Server,8080,TCP,128,sent,False,0.0
peer_6,3.25,Server,443,peer_6,80,TCP,1024,received,False,1.0
peer_6,4.25,peer_6,443,Server,8080,TCP,60,sent,False,0.0
peer_6,4.40,Server,8080,peer_6,443,TCP,1024,received,False,1.0
peer_6,17.45,peer_6,29324,peer_5,80,UDP,64,sent,False,0.0
peer_6,20.00,peer_6,443,Server,8080,UDP,112,sent,False,0.0
peer_6,21.88,peer_6,60850,Server,443,UDP,32,sent,False,0.0
peer_6,37.89,peer_6,80,Server,8080,UDP,198,sent,False,0.0
peer_6,40.75,peer_6,60850,peer_5,59260,UDP,64,sent,False,0.0
peer_6,42.83,peer_6,60850,Server,443,UDP,32,sent,False,0.0
peer_6,44.71,peer_6,80,Server,8080,SYN,60,sent,False,0.0
peer_6,44.85,Server,8080,peer_6,80,ACK,60,received,False,1.0
peer_6,45.21,peer_6,38352,Server,8080,TCP,128,sent,False,0.0
peer_6,45.35,Server,80,peer_6,38352,TCP,1024,received,False,1.0
peer_6,46.12,peer_6,29324,Server,8080,TCP,128,sent,False,1.0
peer_6,46.35,Server,8080,peer_6,29324,TCP,1024,received,False,1.0
peer_6,47.28,peer_6,80,Server,8080,TCP,60,sent,False,1.5
peer_6,47.65,Server,80,peer_6,80,TCP,1024,received,False,1.0
peer_6,56.18,peer_6,60850,Server,8080,UDP,152,sent,False,13.0
peer_6,56.62,peer_4,80,peer_6,29324,UDP,64,received,False,1.0
peer_6,56.86,peer_3,13819,peer_6,29324,UDP,64,received,False,1.0
peer_6,59.21,peer_6,80,peer_5,443,UDP,64,sent,False,0.0
peer_6,66.60,peer_6,80,Server,443,UDP,32,sent,False,0.0
peer_6,72.19,peer_6,38352,Server,8080,UDP,146,sent,False,0.0
peer_6,78.09,peer_3,443,peer_6,38352,UDP,64,received,False,1.0
peer_6,80.68,peer_6,60850,Server,8080,SYN,60,sent,False,0.5
peer_6,80.85,Server,80,peer_6,60850,ACK,60,received,False,1.0
peer_6,81.18,peer_6,60850,Server,8080,TCP,128,sent,False,0.0
peer_6,81.30,Server,8080,peer_6,60850,TCP,1024,received,False,1.0
peer_6,82.16,peer_6,38352,Server,8080,TCP,128,sent,False,0.0
peer_6,82.26,peer_6,60850,peer_2,80,UDP,64,sent,False,0.0
peer_6,82.30,Server,8080,peer_6,38352,TCP,1024,received,False,1.0
peer_6,83.25,peer_6,443,Server,8080,TCP,128,sent,False,0.0
peer_6,83.40,Server,8080,peer_6,443,TCP,1024,received,False,1.0
peer_6,84.18,peer_6,443,Server,8080,TCP,128,sent,False,0.0
peer_6,84.30,Server,443,peer_6,443,TCP,1024,received,False,1.0
peer_6,85.01,peer_6,443,Server,8080,TCP,60,sent,False,0.0
peer_6,85.15,Server,8080,peer_6,443,TCP,1024,received,False,1.0
peer_6,87.91,peer_6,80,Server,8080,UDP,158,sent,False,0.5
peer_6,90.94,peer_6,29324,Server,443,UDP,32,sent,False,1.5
peer_6,100.42,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,101.64,peer_3,80,peer_6,80,UDP,500,received,True,1.0
peer_6,101.99,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,103.31,peer_6,80,Server,8080,UDP,126,sent,True,0.0
peer_6,103.48,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,103.97,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,104.11,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,104.72,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,105.21,peer_3,80,peer_6,80,UDP,500,received,True,1.0
peer_6,105.40,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,105.40,peer_6,29324,peer_5,80,UDP,64,sent,True,1.0
peer_6,107.35,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,107.80,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,107.84,peer_3,44573,peer_6,80,UDP,500,received,True,1.0
peer_6,108.79,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,109.60,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,109.73,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,109.99,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,111.75,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,112.88,peer_6,60850,Server,443,UDP,32,sent,True,0.5
peer_6,113.11,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,113.26,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,114.02,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,116.15,peer_3,80,peer_6,80,UDP,500,received,True,1.0
peer_6,116.21,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,116.78,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,116.96,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,117.60,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,118.54,peer_6,80,Server,8080,UDP,250,sent,True,0.0
peer_6,119.87,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,119.92,Server,80,peer_6,38352,UDP,64,received,True,1.0
peer_6,122.07,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,122.71,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,122.95,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,123.02,peer_6,60850,Server,8080,SYN,60,sent,True,0.5
peer_6,123.20,Server,80,peer_6,60850,ACK,60,received,True,1.0
peer_6,123.52,peer_6,60850,Server,8080,TCP,128,sent,True,0.0
peer_6,123.65,Server,80,peer_6,60850,TCP,1024,received,True,1.0
peer_6,124.45,peer_6,60850,Server,8080,TCP,128,sent,True,0.0
peer_6,124.55,Server,80,peer_6,60850,TCP,1024,received,True,1.0
peer_6,125.34,peer_6,80,Server,8080,TCP,128,sent,True,0.5
peer_6,125.45,Server,8080,peer_6,80,TCP,1024,received,True,1.0
peer_6,126.09,peer_6,29324,Server,8080,TCP,60,sent,True,0.0
peer_6,126.20,Server,8080,peer_6,29324,TCP,1024,received,True,1.0
peer_6,126.29,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,126.98,peer_3,80,peer_6,80,UDP,500,received,True,1.0
peer_6,128.08,peer_6,60850,peer_5,443,UDP,64,sent,True,0.0
peer_6,128.35,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,129.64,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,131.66,peer_3,44573,peer_6,80,UDP,500,received,True,2.0
peer_6,131.68,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,132.12,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,132.34,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,134.02,peer_6,80,Server,8080,UDP,131,sent,True,0.0
peer_6,134.19,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,135.32,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,135.50,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,136.56,peer_6,80,Server,443,UDP,32,sent,True,0.0
peer_6,136.60,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,138.09,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,139.74,peer_4,48578,peer_6,80,UDP,500,received,True,2.0
peer_6,139.75,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,140.58,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,141.93,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,143.02,peer_4,38654,peer_6,80,UDP,500,received,True,1.0
peer_6,144.53,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,145.42,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,145.70,peer_3,80,peer_6,80,UDP,500,received,True,1.0
peer_6,145.92,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,146.43,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,148.66,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,149.14,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,149.55,peer_6,443,Server,8080,UDP,64,sent,True,0.0
peer_6,149.66,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,150.10,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,150.47,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,150.78,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,151.34,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,151.47,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,151.70,peer_6,29324,Server,8080,UDP,170,sent,True,0.0
peer_6,153.74,peer_3,44573,peer_6,80,UDP,500,received,True,1.0
peer_6,154.81,peer_4,38654,peer_6,80,UDP,500,received,True,1.0
peer_6,155.80,peer_3,24315,peer_6,80,UDP,500,received,True,1.0
peer_6,156.49,peer_4,38654,peer_6,80,UDP,500,received,True,1.0
peer_6,156.78,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,156.98,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,158.91,peer_3,44573,peer_6,80,UDP,500,received,True,1.0
peer_6,159.17,peer_3,13819,peer_6,80,UDP,500,received,True,1.0
peer_6,159.36,peer_4,80,peer_6,80,UDP,500,received,True,1.0
peer_6,159.51,peer_3,44573,peer_6,80,UDP,500,received,True,1.0
peer_6,159.92,peer_4,443,peer_6,80,UDP,500,received,True,1.0
peer_6,160.10,peer_3,443,peer_6,80,UDP,500,received,True,1.0
peer_6,160.45,peer_6,80,Server,443,UDP,32,sent,True,0.0
peer_6,160.84,peer_4,38654,peer_6,80,UDP,500,received,True,1.0
peer_6,162.36,peer_4,48578,peer_6,80,UDP,500,received,True,1.0
peer_6,162.52,peer_6,29324,Server,8080,SYN,60,sent,True,0.0
peer_6,162.65,Server,443,peer_6,29324,ACK,60,received,True,2.0
peer_6,162.69,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,163.02,peer_6,80,Server,8080,TCP,128,sent,True,0.0
peer_6,163.04,peer_4,19794,peer_6,80,UDP,500,received,True,1.0
peer_6,163.15,Server,443,peer_6,80,TCP,1024,received,True,1.0
peer_6,163.81,peer_6,80,Server,8080,TCP,128,sent,True,0.0
peer_6,163.95,Server,443,peer_6,80,TCP,1024,received,True,1.0
peer_6,164.56,peer_6,29324,Server,8080,TCP,128,sent,True,0.0
peer_6,164.70,Server,443,peer_6,29324,TCP,1024,received,True,1.0
